classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
125386879,jond1663,1748819,9ec7428c5759e9b18b42,5983,Tag & classify annotations,68.115,2018-09-30 12:23:01 UTC,,,"{""source"":""api"",""session"":""6be34ae8a1f8e78f7598904e19156e688cebbc1db8faaaf3fcfa03512ead8272"",""viewport"":{""width"":1536,""height"":674},""started_at"":""2018-09-30T12:21:24.417Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"",""utc_offset"":""-7200"",""finished_at"":""2018-09-30T12:23:02.544Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":378,""clientHeight"":607,""naturalWidth"":1000,""naturalHeight"":1606}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""Printed text""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""Yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":22.847179412841797,""y"":288.22332763671875,""tool"":0,""frame"":0,""width"":240.79249954223633,""height"":190.51715087890625,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":14.908965110778809,""y"":670.3160400390625,""tool"":0,""frame"":0,""width"":214.33178806304932,""height"":201.1014404296875,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":20.201107025146484,""y"":1212.7607421875,""tool"":0,""frame"":0,""width"":299.00607681274414,""height"":201.1014404296875,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""no""}]","{""25393422"":{""retired"":{""id"":22598787,""workflow_id"":5983,""classifications_count"":1,""created_at"":""2018-09-30T12:23:02.153Z"",""updated_at"":""2018-09-30T12:23:02.203Z"",""retired_at"":""2018-09-30T12:23:02.195Z"",""subject_id"":25393422,""retirement_reason"":""classification_count""},""0001_R.png"":""uclaclark_BX5133H671717_0090.png""}}",25393422
125622369,bof52,1627866,b00128c88652ebdd28c1,5983,Tag & classify annotations,68.115,2018-10-02 15:30:12 UTC,,,"{""source"":""api"",""session"":""e54d4d59bc9061b5cc3226197909511bd20da87e1efb820b1752f02c8305e325"",""viewport"":{""width"":1920,""height"":938},""started_at"":""2018-10-02T15:28:41.670Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"",""utc_offset"":""-36000"",""finished_at"":""2018-10-02T15:30:09.420Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":554,""clientHeight"":844,""naturalWidth"":1000,""naturalHeight"":1525}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""Printed text""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""Yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":57.35002899169922,""y"":852.6699829101562,""tool"":0,""frame"":0,""width"":207.74796295166016,""height"":214.97406005859375,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""no""}]","{""25392938"":{""retired"":{""id"":22698057,""workflow_id"":5983,""classifications_count"":1,""created_at"":""2018-10-02T15:30:12.814Z"",""updated_at"":""2018-10-02T15:30:12.968Z"",""retired_at"":""2018-10-02T15:30:12.944Z"",""subject_id"":25392938,""retirement_reason"":""classification_count""},""0001_R.png"":""uclaclark_BD646W74_0010.png""}}",25392938
125622633,bof52,1627866,b00128c88652ebdd28c1,5983,Tag & classify annotations,68.115,2018-10-02 15:32:26 UTC,,,"{""source"":""api"",""session"":""e54d4d59bc9061b5cc3226197909511bd20da87e1efb820b1752f02c8305e325"",""viewport"":{""width"":1920,""height"":938},""started_at"":""2018-10-02T15:30:09.455Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"",""utc_offset"":""-36000"",""finished_at"":""2018-10-02T15:32:22.999Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":552,""clientHeight"":844,""naturalWidth"":1000,""naturalHeight"":1529}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""Printed text""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""Yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":758.9652709960938,""y"":575.9751586914062,""tool"":0,""frame"":0,""width"":193.80291748046875,""height"":67.01593017578125,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":758.9652099609375,""y"":458.244384765625,""tool"":0,""frame"":0,""width"":112.29705810546875,""height"":115.91949462890625,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":753.531494140625,""y"":143.08816528320312,""tool"":0,""frame"":0,""width"":110.48577880859375,""height"":81.50590515136719,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":755.3427734375,""y"":228.216552734375,""tool"":0,""frame"":0,""width"":101.4295654296875,""height"":34.413604736328125,""details"":[{""value"":[2]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""no""}]","{""25394253"":{""retired"":{""id"":22698063,""workflow_id"":5983,""classifications_count"":1,""created_at"":""2018-10-02T15:32:26.449Z"",""updated_at"":""2018-10-02T15:32:26.476Z"",""retired_at"":""2018-10-02T15:32:26.470Z"",""subject_id"":25394253,""retirement_reason"":""classification_count""},""0001_R.png"":""uclaclark_fDA391W74cop1_0301.png""}}",25394253
125622722,bof52,1627866,b00128c88652ebdd28c1,5983,Tag & classify annotations,68.115,2018-10-02 15:33:01 UTC,,,"{""source"":""api"",""session"":""e54d4d59bc9061b5cc3226197909511bd20da87e1efb820b1752f02c8305e325"",""viewport"":{""width"":1920,""height"":938},""started_at"":""2018-10-02T15:32:23.033Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"",""utc_offset"":""-36000"",""finished_at"":""2018-10-02T15:32:57.960Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":520,""clientHeight"":844,""naturalWidth"":1000,""naturalHeight"":1622}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""Printed text"",""Images (printed or part of the published content)""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""No""}]","{""25394105"":{""retired"":{""id"":22698067,""workflow_id"":5983,""classifications_count"":1,""created_at"":""2018-10-02T15:33:01.943Z"",""updated_at"":""2018-10-02T15:33:02.023Z"",""retired_at"":""2018-10-02T15:33:01.999Z"",""subject_id"":25394105,""retirement_reason"":""classification_count""},""0001_R.png"":""uclaclark_DA415V62_0047.png""}}",25394105
125623016,bof52,1627866,b00128c88652ebdd28c1,5983,Tag & classify annotations,68.115,2018-10-02 15:35:08 UTC,,,"{""source"":""api"",""session"":""e54d4d59bc9061b5cc3226197909511bd20da87e1efb820b1752f02c8305e325"",""viewport"":{""width"":1920,""height"":938},""started_at"":""2018-10-02T15:32:57.994Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"",""utc_offset"":""-36000"",""finished_at"":""2018-10-02T15:35:04.759Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":501,""clientHeight"":844,""naturalWidth"":1000,""naturalHeight"":1685}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""Printed text""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""Yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":80.7694320678711,""y"":538.9305419921875,""tool"":0,""frame"":0,""width"":888.2373428344727,""height"":235.5325927734375,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":74.78131866455078,""y"":762.4868774414062,""tool"":0,""frame"":0,""width"":872.2690353393555,""height"":317.37017822265625,""details"":[{""value"":[2]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":76.77735137939453,""y"":1081.8531494140625,""tool"":0,""frame"":0,""width"":902.2096481323242,""height"":580.847412109375,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""no""}]","{""25393975"":{""retired"":{""id"":22698085,""workflow_id"":5983,""classifications_count"":1,""created_at"":""2018-10-02T15:35:09.063Z"",""updated_at"":""2018-10-02T15:35:09.109Z"",""retired_at"":""2018-10-02T15:35:09.100Z"",""subject_id"":25393975,""retirement_reason"":""classification_count""},""0001_R.png"":""uclaclark_DA30H6171680cop2_0021.png""}}",25393975
125623149,bof52,1627866,b00128c88652ebdd28c1,5983,Tag & classify annotations,68.115,2018-10-02 15:36:23 UTC,,,"{""source"":""api"",""session"":""e54d4d59bc9061b5cc3226197909511bd20da87e1efb820b1752f02c8305e325"",""viewport"":{""width"":1920,""height"":938},""started_at"":""2018-10-02T15:35:04.791Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"",""utc_offset"":""-36000"",""finished_at"":""2018-10-02T15:36:19.352Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":646,""clientHeight"":844,""naturalWidth"":1000,""naturalHeight"":1307}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""Printed text""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""Yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":721.3652954101562,""y"":92.8957748413086,""tool"":0,""frame"":0,""width"":239.98077392578125,""height"":145.53670501708984,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":715.1723022460938,""y"":236.88418579101562,""tool"":0,""frame"":0,""width"":253.91510009765625,""height"":955.2782897949219,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""no""}]","{""25394467"":{""retired"":{""id"":22698087,""workflow_id"":5983,""classifications_count"":1,""created_at"":""2018-10-02T15:36:24.786Z"",""updated_at"":""2018-10-02T15:36:24.862Z"",""retired_at"":""2018-10-02T15:36:24.835Z"",""subject_id"":25394467,""retirement_reason"":""classification_count""},""0001_R.png"":""uclaclark_QB41M931670_0027.png""}}",25394467
131664522,kirschbombe,1679880,11620df3e4ccde398f11,5983,Tag & classify annotations,68.115,2018-11-13 22:52:57 UTC,,,"{""source"":""api"",""session"":""7e48ee06b58d732c70b646fd58f7c8e74b9f47cce76986b27d8814159de38ce1"",""viewport"":{""width"":1440,""height"":812},""started_at"":""2018-11-13T22:52:31.760Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.1 Safari/605.1.15"",""utc_offset"":""28800"",""finished_at"":""2018-11-13T22:52:57.185Z"",""seen_before"":true,""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":507,""clientHeight"":731,""naturalWidth"":1000,""naturalHeight"":1440}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""Printed text""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""No""}]","{""18221481"":{""retired"":{""id"":13127331,""workflow_id"":5983,""classifications_count"":24,""created_at"":""2018-03-10T22:26:25.382Z"",""updated_at"":""2018-06-07T17:25:23.234Z"",""retired_at"":""2018-06-07T17:25:23.214Z"",""subject_id"":18221481,""retirement_reason"":""classification_count""},""filename"":""Albin_169.jpg""}}",18221481
132021812,kirschbombe,1679880,c768f9058fb99815d20b,5983,Tag & classify annotations,68.115,2018-11-15 21:24:34 UTC,,,"{""source"":""api"",""session"":""2af81b6f6219879216b9c68add0b17d9ea6ca17a0a4a1177bc6d9eedeb475eda"",""viewport"":{""width"":1440,""height"":812},""started_at"":""2018-11-15T21:23:26.250Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.1 Safari/605.1.15"",""utc_offset"":""28800"",""finished_at"":""2018-11-15T21:24:34.093Z"",""seen_before"":true,""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":516,""clientHeight"":731,""naturalWidth"":1000,""naturalHeight"":1415}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""No printed content (blank page / cover or binding)""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""Yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":103.97608184814453,""y"":173.54315185546875,""tool"":0,""frame"":0,""width"":214.93212127685547,""height"":141.35174560546875,""details"":[{""value"":[4]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":133.02096557617188,""y"":55.42731475830078,""tool"":0,""frame"":0,""width"":439.5458679199219,""height"":110.37053680419922,""details"":[{""value"":[4]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""no""}]","{""18221491"":{""retired"":{""id"":13045016,""workflow_id"":5983,""classifications_count"":27,""created_at"":""2018-03-07T21:03:40.854Z"",""updated_at"":""2018-03-10T22:22:28.110Z"",""retired_at"":""2018-03-10T22:22:28.102Z"",""subject_id"":18221491,""retirement_reason"":""classification_count""},""filename"":""Albin_173.jpg""}}",18221491
132605795,aireuhl,1808252,b76b86c9e4f37393eda2,5983,Tag & classify annotations,68.115,2018-11-19 22:29:56 UTC,,,"{""source"":""api"",""session"":""df2baf2a54b6afaba91fd3a0594dfdbef392ac1110b3f19c11ca313a848fc1cd"",""viewport"":{""width"":1252,""height"":645},""started_at"":""2018-11-19T22:26:48.676Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:62.0) Gecko/20100101 Firefox/62.0"",""utc_offset"":""28800"",""finished_at"":""2018-11-19T22:29:56.327Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":341,""clientHeight"":580,""naturalWidth"":1000,""naturalHeight"":1700}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""Printed text"",""Front/back matter (title page, colophon, advertisements, appendices, etc.)""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""Yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":597.874755859375,""y"":486.9808349609375,""tool"":0,""frame"":0,""width"":362.94073486328125,""height"":125.96173095703125,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":604.2796020507812,""y"":755.9839477539062,""tool"":0,""frame"":0,""width"":365.07562255859375,""height"":61.91339111328125,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":9.2501220703125,""y"":963.6407470703125,""tool"":0,""frame"":0,""width"":205.59521484375,""height"":549.534912109375,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":222.5311279296875,""y"":1378.674072265625,""tool"":0,""frame"":0,""width"":97.99395751953125,""height"":34.5860595703125,""details"":[{""value"":[1]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":230.2169189453125,""y"":1457.4534912109375,""tool"":0,""frame"":0,""width"":203.67376708984375,""height"":28.82177734375,""details"":[{""value"":[1]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":224.45257568359375,""y"":1282.6015625,""tool"":0,""frame"":0,""width"":328.5679931640625,""height"":69.172119140625,""details"":[{""value"":[1,0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":15.7081298828125,""y"":14.5452880859375,""tool"":0,""frame"":0,""width"":984.0075073242188,""height"":190.358642578125,""details"":[{""value"":[0]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""no""}]","{""25394234"":{""retired"":{""id"":26232358,""workflow_id"":5983,""classifications_count"":1,""created_at"":""2018-11-19T22:29:56.766Z"",""updated_at"":""2018-11-19T22:29:56.813Z"",""retired_at"":""2018-11-19T22:29:56.805Z"",""subject_id"":25394234,""retirement_reason"":""classification_count""},""0001_R.png"":""uclaclark_fDA130S741623_0402.png""}}",25394234
132606003,aireuhl,1808252,b76b86c9e4f37393eda2,5983,Tag & classify annotations,68.115,2018-11-19 22:31:19 UTC,,,"{""source"":""api"",""session"":""df2baf2a54b6afaba91fd3a0594dfdbef392ac1110b3f19c11ca313a848fc1cd"",""viewport"":{""width"":1252,""height"":645},""started_at"":""2018-11-19T22:29:56.419Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:62.0) Gecko/20100101 Firefox/62.0"",""utc_offset"":""28800"",""finished_at"":""2018-11-19T22:31:19.001Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":346,""clientHeight"":580,""naturalWidth"":1000,""naturalHeight"":1676}]}","[{""task"":""T0"",""task_label"":""What type of printed content is on this page? Please select all that apply:"",""value"":[""No printed content (blank page / cover or binding)""]},{""task"":""T3"",""task_label"":""Does this page contain any annotations (notes in the margins, underlined text, doodles and pointers, and other markings)? "",""value"":""Yes""},{""task"":""T1"",""task_label"":""### Marking the annotations \n\nDraw a box around each annotation. You will be prompted to draw additional boxes in case there are multiple annotations on one page."",""value"":[{""x"":195.7474365234375,""y"":23.002410888671875,""tool"":0,""frame"":0,""width"":332.043212890625,""height"":86.61996459960938,""details"":[{""value"":[3]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":68.704833984375,""y"":129.83370971679688,""tool"":0,""frame"":0,""width"":834.43896484375,""height"":594.7903747558594,""details"":[{""value"":[3]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""},{""x"":146.66278076171875,""y"":741.9481201171875,""tool"":0,""frame"":0,""width"":617.8890991210938,""height"":851.762939453125,""details"":[{""value"":[3]}],""tool_label"":""Use the cursor to draw a box around each annotation. ""}]},{""task"":""T2"",""task_label"":""Does this page contain another annotation?"",""value"":""no""}]","{""25393758"":{""retired"":{""id"":26232364,""workflow_id"":5983,""classifications_count"":1,""created_at"":""2018-11-19T22:31:19.404Z"",""updated_at"":""2018-11-19T22:31:19.456Z"",""retired_at"":""2018-11-19T22:31:19.436Z"",""subject_id"":25393758,""retirement_reason"":""classification_count""},""0001_R.png"":""uclaclark_BZW864a1660_0810.png""}}",25393758
